full_text,processed_text_sastrawi,label
masuk radar pemeriksaan kejaksaan qosasi masuk radar kejaksaan persidangan korupsi bts mengajukan izin pemeriksaan achsanul qosasi presiden penyidik kejaksaan mengaku memegang bukti rekaman,masuk radar periksa jaksa qosasi masuk radar jaksa sidang korupsi bts aju izin periksa achsanul qosasi presiden sidik jaksa aku pegang bukti rekam,negatif
kelemahan pemimpin dinasti ketidakmampuan beradaptasi perubahan kepemimpinan otoriter kecenderungan korupsi kesulitan mentransfer kekuasaan damai generasi,lemah pimpin dinasti ketidakmampuan adaptasi ubah pimpin otoriter cenderung korupsi sulit transfer kuasa damai generasi,negatif
wakaka puncaknya mencuat dugaan pemerasan sanalah terbaca wakak,wakaka puncak cuat duga peras sana baca wakak,netral
gaspol dukung ganjar mahfud pasangan yg terbukti nyata kerja keras anti korupsi,gaspol dukung ganjar mahfud pasang yg bukti nyata kerja keras anti korupsi,negatif
menindaklanjuti arahan pemerintah provinsi bali terkait pencanangan percontohan desa anti korupsi pemerintah kabupaten buleleng,menindaklanjuti arah perintah provinsi bal kait canang contoh desa anti korupsi perintah kabupaten buleleng,negatif
yok ganjar mahfud semangat memberantas korupsi,yok ganjar mahfud semangat berantas korupsi,negatif
kpk panggil dirjen perkebunan kementan terkait dugaan korupsi syl,kpk panggil dirjen kebun tan kait duga korupsi syl,negatif
eks menteri syahrul yasin limpo senjata pucuk senjata api ditemukan komisi pemberantasan korupsi kpk penggeledahan rumah dinas rumdin menteri pertanian mentan syahrul yasin limpo syl dilimpahkan kepolisian,eks menteri syahrul yasin limpo senjata pucuk senjata api temu komisi berantas korupsi kpk geledah rumah dinas rumdin menteri tani tan syahrul yasin limpo syl limpah polisi,negatif
pks memiliki partner kuat memerangi korupsi partai keadilan sejahtera,pks milik partner kuat rang korupsi partai adil sejahtera,negatif
masuk cctv transaksi korupsi tinggal diangkut,masuk cctv transaksi korupsi tinggal angkut,negatif
kayak perancis ya revolusi perancis raja ratu kroni kroni korupsi mati penggal okeh rakyatnya mahkamah rakyat,kayak perancis ya revolusi perancis raja ratu kroni kroni korupsi mati penggal okeh rakyat mahkamah rakyat,negatif
kemenatr kemendes terangterangan menyalahgunakan kekuasaan pdip membiarkan aja gimana kartu truf sih dipegang orang korupsi partai,kemenatr kemendes terangterangan menyalahgunakan kuasa pdip biar aja gimana kartu truf sih pegang orang korupsi partai,negatif
isess desak senjata syl diusut tuntas peneliti institute for security and strategic studies isess bambang rukminto mendesak polri mengusut tuntas kepemilikan senjata api senpi tersangka dugaan korupsi mantan menteri,isess desak senjata syl usut tuntas teliti institute for security and strategic studies isess bambang rukminto desak polri usut tuntas milik senjata api senpi sangka duga korupsi mantan menteri,positif
dukung pks memerangi korupsi nepotisme partai keadilan sejahtera,dukung pks rang korupsi nepotisme partai adil sejahtera,negatif
semangat berjuang ganjar mahfud pasangan capres cawapres bersih anti korupsi anti nepotisme,semangat juang ganjar mahfud pasang capres cawapres bersih anti korupsi anti nepotisme,negatif
tolak korupsi tp mendukung nepotisme,tolak korupsi tp dukung nepotisme,negatif
minggu oktober polda metro jaya mengungkap temuan mengejutkan penggeledahan rumah dinas menteri pertanian syahrul yasin limpo terletak jalan widya chandra v nomor jakarta selatan tim penyidik komisi pemberantasan korupsi berhasil,minggu oktober polda metro jaya ungkap temu kejut geledah rumah dinas menteri tani syahrul yasin limpo letak jalan widya chandra v nomor jakarta selatan tim sidik komisi berantas korupsi hasil,negatif
berwenang menelusuri aliran dana orang anggota keluarganya lambat laun diperiksa saksi semoga saksi kesaksian bagus dana hasil korupsi dikembalikan negara,wenang telusur alir dana orang anggota keluarga lambat laun periksa saksi moga saksi saksi bagus dana hasil korupsi kembali negara,negatif
krn turunnya bursa korupsi tangan presiden nilai korupsi bagibagi ya,krn turun bursa korupsi tangan presiden nilai korupsi bagibagi ya,negatif
partai lu aturan main ya ditindak sesuai aturan pantesan korupsi,partai lu atur main ya tindak sesuai atur pantesan korupsi,positif
beban jis sih amburadul korupsi,beban jis sih amburadul korupsi,negatif
djuhandhani menindaklanjuti perihal senpi kewenangan sepi ditemukan tangan komisi pemberantasan korupsi kpk,djuhandhani menindaklanjuti perihal senpi wenang sepi temu tangan komisi berantas korupsi kpk,negatif
anaknya sekedar saksi mengelola berfoya foya menikmati harta ayah ibunya hasil korupsi meringkuk sel tahanan,anak dar saksi kelola foya foya nikmat harta ayah ibu hasil korupsi ringkuk sel tahan,negatif
firli akui bertemu syl maret kpk pengusutan korupsi kementan,firli aku temu syl maret kpk usut korupsi tan,netral
pemberantasan korupsi kejagung kpk survei indikator politik indonesia ipi lsi kepercayaan publik kejaksaan agung dibandingkan komisi pemberantasan korupsi kpk penegak hukum muncul,berantas korupsi jagung kpk survei indikator politik indonesia ipi lsi percaya publik jaksa agung banding komisi berantas korupsi kpk tegak hukum muncul,negatif
seandainya pejabat kenal pi network sy jamin gak mngkin korupsi negara yaa,anda jabat kenal pi network sy jamin gak mngkin korupsi negara yaa,positif
kejujuran integritas ganjar menghadapi korupsi beliau pemimpin indonesia ganjar presiden,jujur integritas ganjar hadap korupsi beliau pimpin indonesia ganjar presiden,negatif
anak nya terseret saksi tersangka tergantung anaknya menikmati hasil ayah ibunya tindak pidana pencucian uang hasil korupsi pns milyar,anak nya seret saksi sangka gantung anak nikmat hasil ayah ibu tindak pidana cuci uang hasil korupsi pns milyar,negatif
catatan februari laporan masyarakat terkait dugaan tindak pidana korupsi kementan alexander gedung aclc kpk jaksel senin mengumpulkan info januari stlh th aneh,catat februari lapor masyarakat kait duga tindak pidana korupsi tan alexander gedung aclc kpk jaksel senin kumpul info januari stlh th aneh,negatif
dugaan korupsi kementan dilaporkan kpk,duga korupsi tan lapor kpk,negatif
konsistensi anies muhaimin iskandar pemberantasan korupsi patut diacungi jempol,konsistensi anies muhaimin iskandar berantas korupsi patut acung jempol,netral
pks terima kasih keberanianmu memerangi kejahatan korupsi partai keadilan sejahtera,pks terima kasih berani rang jahat korupsi partai adil sejahtera,negatif
rating kinerja terkait penegakan hukum pemberantasan korupsi turun etik yg membelit ketua kpk kontras kinerja kejaksaan yg meningkatkan kinerja pemberantasan korupsi penegakan hukum dewas kpk klarifikasi,rating kerja kait tega hukum berantas korupsi turun etik yg belit ketua kpk kontras kerja jaksa yg tingkat kerja berantas korupsi tega hukum dewas kpk klarifikasi,negatif
keren banget nih ganjar komitmen kuat memberantas korupsi ganjar presiden,keren banget nih ganjar komitmen kuat berantas korupsi ganjar presiden,negatif
atm berjalan gak terkait deklarasi sep dugaan pemerasan mencuat,atm jalan gak kait deklarasi sep duga peras cuat,negatif
mendukung ganjar mahfud md indonesia era pemberantasan korupsi ganjar presiden,dukung ganjar mahfud md indonesia era berantas korupsi ganjar presiden,negatif
lantas langkah konkret pasangan ganjarmahfud mengatasi korupsi saksikan ganjarmahfud ngebut kanal youtube metrotvnews link,lantas langkah konkret pasang ganjarmahfud atas korupsi saksi ganjarmahfud ngebut kanal youtube metrotvnews link,negatif
kagum keberanian ganjar menghadapi korupsi langkah indonesia ganjar presiden,kagum berani ganjar hadap korupsi langkah indonesia ganjar presiden,negatif
berantas korupsi ganjar,berantas korupsi ganjar,negatif
mendukung penuh ganjar upaya memberantas korupsi indonesia ganjar presiden,dukung penuh ganjar upaya berantas korupsi indonesia ganjar presiden,negatif
mahfud hadapan relawan korupsi detail,mahfud hadap rawan korupsi detail,netral
sdmnya yg gak bener wkwkwk karna budaya korupsi,sdmnya yg gak bener wkwkwk karna budaya korupsi,positif
radius berharap hasil dirilis pusat studi antikorupsi demokrasi pusad umsurabaya prabowo subianto,radius harap hasil rilis pusat studi antikorupsi demokrasi pusad umsurabaya prabowo subianto,negatif
pusat studi anti korupsi demokrasi pusad universitas muhammadiyah surabaya umsurabaya merilis hasil survei pemilih muda pilpres prabowo subianto,pusat studi anti korupsi demokrasi pusad universitas muhammadiyah surabaya umsurabaya rilis hasil survei pilih muda pilpres prabowo subianto,negatif
anies baswedan memiliki rekam jejak terbukti memerangi korupsi,anies baswedan milik rekam jejak bukti rang korupsi,negatif
pemberantasan korupsi prioritas ganjar komitmennya ganjar presiden,berantas korupsi prioritas ganjar komitmen ganjar presiden,negatif
sih org gamau milih ans disangkut pautkan korupsi wkwk cuman gatau tu gimana dah,sih org gamau milih ans sangkut paut korupsi wkwk cuman gatau tu gimana dah,positif
ganjar mahfud mari berantas korupsi kolusi neopotisme,ganjar mahfud mari berantas korupsi kolusi neopotisme,negatif
kecewa fasilitas buruk dugaan korupsi siswa sman taruna madani pasuruan demo,kecewa fasilitas buruk duga korupsi siswa sman taruna madani pasuruan demo,negatif
pemimpin berintegritas ganjar dibutuhkan memberantas korupsi ganjar presiden,pimpin integritas ganjar butuh berantas korupsi ganjar presiden,negatif
bacapresnya sj dlm korupsi ektp dokumennya kpk bacawapresnya cm omdo doang t g beresberes skr,bacapresnya sj dlm korupsi ektp dokumen kpk bacawapresnya cm omdo doang t g beresberes skr,netral
salut ganjar komitmennya memberantas korupsi ganjar presiden,salut ganjar komitmen berantas korupsi ganjar presiden,negatif
keberanian pks memerangi korupsi inspiratif partai keadilan sejahtera,berani pks rang korupsi inspiratif partai adil sejahtera,negatif
tunggu korupsi abuse of power si netanyahu yg kemarin sampe seisrael demo turun jalan diusut wkwkwk,tunggu korupsi abuse of power si netanyahu yg kemarin sampe seisrael demo turun jalan usut wkwkwk,positif
sisi kek pingin bgt menikmati duniawi kek kalo kaya ya knp ga upgrade kehidupan aja gitu kayanya jg kerja usaha bkn korupsi akhirat pertimbangan amalnya gmn yowess gausa dipikir seadoh iku ngonolo,sisi kek pingin bgt nikmat duniawi kek kalo kaya ya knp ga upgrade hidup aja gitu kaya jg kerja usaha bkn korupsi akhirat timbang amal gmn yowess gausa pikir seadoh iku ngonolo,positif
kepemimpinan ganjar semoga korupsi diberantas akarakarnya ganjar presiden,pimpin ganjar moga korupsi berantas akarakarnya ganjar presiden,negatif
iya sbnrnya gini smoga nnti ak bsa korupsi an diperhalus aj,iya sbnrnya gin smoga nnti ak bsa korupsi an halus aj,netral
dukungan maluku komitmen berantas korupsi alasan mendukung ganjar mahfud md ganjar presiden,dukung malu komitmen berantas korupsi alas dukung ganjar mahfud md ganjar presiden,negatif
partai keadilan sejahtera mendukung programprogram antikorupsi,partai adil sejahtera dukung programprogram antikorupsi,negatif
alihalih penanganan penanggulangan iklim memiliki kerentanan korupsi skema pensiun pltu indonesia diskusi diseminasinya lupa yaa peluncuran hasil penelitiannya bertajuk mencegah korupsi skema,alihalih tangan tanggulang iklim milik rentan korupsi skema pensiun pltu indonesia diskusi mas lupa yaa luncur hasil teliti tajuk cegah korupsi skema,negatif
pembicaraan ganjar mahfud pemberantasan korupsi keseriusan ganjar presiden,bicara ganjar mahfud berantas korupsi serius ganjar presiden,negatif
maluku perhatian khusus ganjar mahfud pemberantasan korupsi ganjar presiden,malu perhati khusus ganjar mahfud berantas korupsi ganjar presiden,negatif
buzzerp bilang kementerian salahkan jokowi komentar jokowi udah bilang pilah pilih menteri hak prerogative presiden menteri cacat pekerjaannya korupsi ya andil presiden,buzzerp bilang menteri salah jokowi komentar jokowi udah bilang pilah pilih menteri hak prerogative presiden menteri cacat kerja korupsi ya andil presiden,positif
anies muhaimin kombo sempurna indonesia korupsi nepotisme,anies muhaimin kombo sempurna indonesia korupsi nepotisme,negatif
org terlibatterseret pusaran arus korupsi korupsi erat kaitannya dgn kolusikesepakatan jahat kolusi ekonomi biaya tdk efisien n jd salah sasaran utk melanggengkan korupsikolusi nepotisme sbgi dukungan palsu thd presiden,org terlibatterseret pusar arus korupsi korupsi erat kait dgn kolusikesepakatan jahat kolusi ekonomi biaya tdk efisien n jd salah sasar utk langgeng korupsikolusi nepotisme sbgi dukung palsu thd presiden,negatif
indonesia berbangsa bangsa indonesia menjunjung bahasa persatuan bahasa indonesia posisi indonesia berproses menyelesaikan korupsi kemiskinan pengangguran narkoba pornografi hoax ujaran kebencian problem bangsa,indonesia bangsa bangsa indonesia junjung bahasa satu bahasa indonesia posisi indonesia proses selesai korupsi miskin anggur narkoba pornografi hoax ujar benci problem bangsa,negatif
kalo ganjar presiden indonesia maju bersih korupsi ganjar presiden,kalo ganjar presiden indonesia maju bersih korupsi ganjar presiden,negatif
bicara budaya anti korupsi,bicara budaya anti korupsi,negatif
salut ganjar bicara aksi nyata pemberantasan korupsi ganjar presiden,salut ganjar bicara aksi nyata berantas korupsi ganjar presiden,negatif
kalo diproses cepat atm berjalan macet ahahaha,kalo proses cepat atm jalan macet ahahaha,netral
pemimpin berani melawan korupsi ganjar dibutuhkan negeri ganjar presiden,pimpin berani lawan korupsi ganjar butuh negeri ganjar presiden,negatif
anakanak muda maluku mendukung ganjar presiden mahfud md wapres semoga korupsi lenyap indonesia ganjar presiden,anakanak muda malu dukung ganjar presiden mahfud md wapres moga korupsi lenyap indonesia ganjar presiden,negatif
komisaris pt solitech media sinergy irwan hermawan menjalani sidang tuntutan korupsi proyek bts g persidangan digelar pengadilan tipikor jakarta hukuman terdakwa,komisaris pt solitech media sinergy irwan hermawan jalan sidang tuntut korupsi proyek bts g sidang gelar adil tipikor jakarta hukum dakwa,negatif
kpk panggil ajudan istri syl saksi korupsi kementan,kpk panggil ajudan istri syl saksi korupsi tan,netral
anies berusaha keras menciptakan pemerintahan bersih bebas korupsi,anies usaha keras cipta perintah bersih bebas korupsi,negatif
jaman now presiden kayak ganjar pranowo komitmen banget lawan korupsi ganjar presiden,jaman now presiden kayak ganjar pranowo komitmen banget lawan korupsi ganjar presiden,positif
indonesia butuh pemimpin berani lawan korupsi kayak ganjar ganjar presiden,indonesia butuh pimpin berani lawan korupsi kayak ganjar ganjar presiden,negatif
dimana lg susah emang korupsi,mana lg susah emang korupsi,negatif
prinsipe pemilih lw yg aja korupsi m m an cuman ngasih dipilih,prinsipe pilih lw yg aja korupsi m m an cuman ngasih pilih,positif
iyalahhh ketegasannya keberaniannya pakganjar berani melawan ketidakbenaran korupsi,iyalahhh tegas berani pakganjar berani lawan ketidakbenaran korupsi,negatif
